Handle;Title;Body (HTML);Vendor;Product Category;Type;Tags;Published;Option1 Name;Option1 Value;Option1 Linked To;Option2 Name;Option2 Value;Option2 Linked To;Option3 Name;Option3 Value;Option3 Linked To;Variant SKU;Variant Grams;Variant Inventory Tracker;Variant Inventory Qty;Variant Inventory Policy;Variant Fulfillment Service;Variant Price;Variant Compare At Price;Variant Requires Shipping;Variant Taxable;Unit Price Total Measure;Unit Price Total Measure Unit;Unit Price Base Measure;Unit Price Base Measure Unit;Variant Barcode;Image Src;Image Position;Image Alt Text;Gift Card;SEO Title;SEO Description;Variant Image;Variant Weight Unit;Variant Tax Code;Cost per item;Status;Checkbox 1 (product.metafields.custom.checkbox_1);Checkbox 2 (product.metafields.custom.checkbox_2);Checkbox 3 (product.metafields.custom.checkbox_3)
appareil-de-soin-tonifiant-visage;Appareil de soin tonifiant visage;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Anti-âge sans effort Liftez et tonifiez votre peau en seulement 5 minutes !</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video class=""video-background"" loop=""loop"" muted="""" autoplay=""autoplay"" playsinline="""" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/appareil-de-soin-tonifiant-visage-video.mp4"" style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/appareil-de-soin-tonifiant-visage-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<div style=""text-align: center;""><img height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Appareil%20de%20soin%20tonifiant%20visage/appareil-de-soin-tonifiant-visage-icon-1.png"" style=""margin-bottom: 16px; float: none;""></div>
<div style=""text-align: center;""><strong>Anti-Âge</strong></div>
<div style=""text-align: center;"">L'effet anti-âge stimule la production de collagène et d'élastine pour une peau plus ferme et plus jeune, réduisant les ridules et les rides.</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span></span></span><br>
</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Appareil%20de%20soin%20tonifiant%20visage/appareil-de-soin-tonifiant-visage-icon-2.png"" style=""margin-bottom: 16px; float: none;"" width=""71"" height=""71""></div>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<div style=""text-align: center;""><strong>Réduction des poches</strong></div>
<div style=""text-align: center;"">Aide au drainage lymphatique, réduisant les poches et la rétention de fluides, en particulier autour des yeux.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;"">  </div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Appareil%20de%20soin%20tonifiant%20visage/appareil-de-soin-tonifiant-visage-icon-3.png"" style=""margin-bottom: 16px; float: none;"" width=""71"" height=""71""></div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<meta charset=""utf-8""> <strong>Sans produits chimiques</strong><br>
</div>
<div style=""text-align: center;"">Apporte des bienfaits cosmétiques sans recourir à des procédures invasives.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;""><span>  </span></div>
<div style=""text-align: center;"">
<img height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Appareil%20de%20soin%20tonifiant%20visage/appareil-de-soin-tonifiant-visage-icon-4.png"" style=""margin-bottom: 16px; float: none;""><br>
<div style=""text-align: center;"">
<div style=""text-align: center;""><strong>Pratique</strong></div>
<div style=""text-align: center;"">À utiliser à votre convenance, éliminant le besoin de visites régulières au spa.</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Appareil%20de%20soin%20tonifiant%20visage/appareil-de-soin-tonifiant-visage-beaute-soins-mannequin.jpg"" style=""margin-bottom: 16px; float: none;"" width=""350"" height=""350""></div>
<h2 style=""text-align: center;"">Routine de rajeunissement du visage en 5 minutes</h2>
<p>Nous savons à quel point il peut être difficile de faire face aux signes du vieillissement et à l’impact qu’ils peuvent avoir sur votre bien-être. C’est pourquoi nous avons créé le programme de rajeunissement facial en 5 minutes. Une méthode simple et non invasive pour retrouver confiance en vous et être fier(e) de votre beauté naturelle.</p>
<p> </p>
<p> </p>
<div style=""text-align: center;"">
<div style=""text-align: center;""><img height=""350"" width=""350"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Appareil%20de%20soin%20tonifiant%20visage/appareil-de-soin-tonifiant-visage-beaute-soins-duo.jpg"" style=""margin-bottom: 16px; float: none;""></div>
<h2 style=""text-align: center;"">Facile, efficace et réglable Votre solution de soin personnalisée</h2>
<p>Obtenez une expérience de tonification faciale sur mesure avec trois niveaux d'intensité réglables. Il suffit de nettoyer votre peau, d’appliquer un gel hydratant, de sélectionner l’intensité et de faire glisser l’appareil sur votre visage. Que vous cibliez les rides, le relâchement cutané ou les poches, cet appareil s’adapte à vos besoins pour des résultats visibles et durables.</p>
</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span><strong></strong>
</div>
</div>
</div>";OneScale;Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools;;Beauté & soins, FR;True;Color;Pink;;;;;;;;;0.0;;0.0;deny;manual;39.99;79.99;True;True;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/appareil-de-soin-tonifiant-visage-beaute-soins-pink-launchify-847353.jpg?v=1763635576;1.0;Appareil de soin tonifiant visage - Pink - Launchify;False;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/appareil-de-soin-tonifiant-visage-beaute-soins-pink-launchify-847353.jpg?v=1763635576;kg;;;active;Réduit les ridules;Raffermit et lifte la peau;Des résultats dignes d'un spa à la maison
appareil-de-soin-tonifiant-visage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/appareil-de-soin-tonifiant-visage-beaute-soins-white-launchify-936751.jpg?v=1763635576;2.0;Appareil de soin tonifiant visage - White - Launchify;;;;;;;;;Réduit les ridules;Raffermit et lifte la peau;Des résultats dignes d'un spa à la maison
appareil-de-soin-tonifiant-visage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/appareil-de-soin-tonifiant-visage-beaute-soins-white-launchify-235114.jpg?v=1763635575;3.0;Appareil de soin tonifiant visage - White - Launchify;;;;;;;;;Réduit les ridules;Raffermit et lifte la peau;Des résultats dignes d'un spa à la maison
bonnet-anti-migraine;Bonnet anti-migraine;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Le secret ultime pour soulager la gueule de bois</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/bonnet-anti-migraine-video.mp4"" playsinline="""" autoplay=""autoplay"" muted="""" loop=""loop"" class=""video-background"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/bonnet-anti-migraine-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<!-- ICON 1 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-1.png""></div>
<div style=""text-align: center;""><strong>Plus besoin de pilules</strong></div>
<div style=""text-align: center;"">Oubliez les médicaments ! Cette casquette soulage les maux de tête sans médicament grâce à la thérapie par la température.</div>
<!-- ICON 2 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-2.png""></div>
<div style=""text-align: center;""><strong>Isolation 360° pour un confort instantané</strong></div>
<div style=""text-align: center;"">Bloque la lumière, le bruit et les distractions, créant un environnement apaisant pour un soulagement rapide.</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 3 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-3.png""></div>
<div style=""text-align: center;"">
<strong>Thérapie chaude ou froide en une seule casquette</strong><br>
</div>
<div style=""text-align: center;"">Efficace contre tous les types de maux de tête</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 4 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-4.png""></div>
<div style=""text-align: center;""><strong>Efficace contre tous les types de maux de tête</strong></div>
<div style=""text-align: center;"">Que ce soit pour les migraines, les céphalées de tension, les douleurs des sinus ou la gueule de bois, cette casquette offre un soulagement durable.</div>
<div style=""text-align: center;""><br></div>
<!-- IMAGE 5 — 350x350 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""350"" width=""350"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-black-man.jpg""></div>
<h2 style=""text-align: center;"">Soulagement ultime des migraines et de la gueule de bois, à tout moment et partout</h2>
<p>Vous souffrez de maux de tête, de migraines ou d'une gueule de bois après une soirée ? La casquette anti-migraine est votre solution idéale. Sa compression douce et sa thérapie par la température aident à réduire la douleur, la tension et l'inconfort, vous permettant de retrouver rapidement votre bien-être.</p>
<!-- IMAGE 6 — 350x350 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""350"" width=""350"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-pink-woman.jpg""></div>
<h2 style=""text-align: center;"">Design innovant pour un confort et une efficacité maximale</h2>
<p>Conçue pour couvrir entièrement la tête, la casquette anti-migraine s’ajuste parfaitement pour exercer une pression apaisante tout en bloquant la lumière et le bruit. Que vous soyez chez vous ou en déplacement, profitez d’une thérapie de froid ou de chaleur pour un soulagement rapide et naturel.</p>";OneScale;Uncategorized;;FR, Maison & confort;True;Title;Default Title;;;;;;;;;0.0;;0.0;deny;manual;39.99;79.99;True;True;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/bonnet-anti-migraine-fr-launchify-985763.jpg?v=1763635577;1.0;Bonnet anti - migraine - Launchify;False;;;;kg;;;active;Soulagement instantané des maux de tête;Thérapie par le chaud et le froid;Bloque la lumière et le bruit
bonnet-anti-migraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/bonnet-anti-migraine-fr-launchify-192636.jpg?v=1763635577;2.0;Bonnet anti - migraine - Launchify;;;;;;;;;Soulagement instantané des maux de tête;Thérapie par le chaud et le froid;Bloque la lumière et le bruit
bonnet-anti-migraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/bonnet-anti-migraine-fr-launchify-361962.jpg?v=1763635577;3.0;Bonnet anti - migraine - Launchify;;;;;;;;;Soulagement instantané des maux de tête;Thérapie par le chaud et le froid;Bloque la lumière et le bruit
bonnet-anti-migraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/bonnet-anti-migraine-fr-launchify-443159.jpg?v=1763635577;4.0;Bonnet anti - migraine - Launchify;;;;;;;;;Soulagement instantané des maux de tête;Thérapie par le chaud et le froid;Bloque la lumière et le bruit
bonnet-anti-migraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/bonnet-anti-migraine-fr-launchify-393611.jpg?v=1763635576;5.0;Bonnet anti - migraine - Launchify;;;;;;;;;Soulagement instantané des maux de tête;Thérapie par le chaud et le froid;Bloque la lumière et le bruit
bonnet-anti-migraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/bonnet-anti-migraine-fr-launchify-619794.png?v=1763635577;6.0;Bonnet anti - migraine - Launchify;;;;;;;;;Soulagement instantané des maux de tête;Thérapie par le chaud et le froid;Bloque la lumière et le bruit
boucleur-automatique-sans-fil;Boucleur automatique sans fil;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Faites tourner les têtes sans effort avec des boucles de qualité salon en quelques minutes !</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video class=""video-background"" loop=""loop"" muted="""" autoplay=""autoplay"" playsinline="""" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/boucleur-automatique-sans-fil-video.mp4"" style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/boucleur-automatique-sans-fil-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<!-- ICON 1 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Boucleur%20automatique%20sans%20fil/boucleur-automatique-sans-fil-icon-1.png""></div>
<div style=""text-align: center;""><strong>DES BOUCLES PARFAITES EN UN RIEN DE TEMPS</strong></div>
<div style=""text-align: center;"">Gagnez de précieuses minutes avec un bouclage automatique sans effort—des cheveux stylés en toute simplicité.</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 2 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Boucleur%20automatique%20sans%20fil/boucleur-automatique-sans-fil-icon-2.png""></div>
<div style=""text-align: center;""><strong>UN APPAREIL QUI FAIT TOUT</strong></div>
<div style=""text-align: center;"">Sèche-cheveux, brosse, lisseur... arrêter de vous prendre la tête avec tout ça et utiliser un seul appareil facilement!</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 3 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Boucleur%20automatique%20sans%20fil/boucleur-automatique-sans-fil-icon-3.png""></div>
<div style=""text-align: center;"">
<strong>REJOIGNEZ LA RÉVOLUTION SANS FIL</strong><br>
</div>
<div style=""text-align: center;"">Profitez d’une flexibilité ultime avec notre boucleur automatique sans fil.</div>
<!-- ICON 4 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Boucleur%20automatique%20sans%20fil/boucleur-automatique-sans-fil-icon-4.png""></div>
<div style=""text-align: center;""><strong>UNE BEAUTÉ SANS DOULEUR</strong></div>
<div style=""text-align: center;"">Obtenez des boucles dignes d’un salon sans douleur, sans tiraillement ni accrochage des cheveux.</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><img height=""350"" width=""350"" style=""margin-bottom: 16px; float: none;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Boucleur%20automatique%20sans%20fil/boucleur-automatique-sans-fil-side.jpg""></div>
<h2 style=""text-align: center;"">Des boucles parfaites, une brillance instantanée !</h2>
<p>Révolutionnez votre routine beauté avec notre boucleur automatique sans fil ! Obtenez des boucles impeccables, dignes d’un salon, en quelques minutes sans effort. Facile, efficace et rapide—votre nouvelle arme secrète pour des boucles sublimes.</p>
<p> </p>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Boucleur%20automatique%20sans%20fil/boucleur-automatique-sans-fil-zoom.jpg"" width=""350"" height=""350""></div>
<h2 style=""text-align: center;"">Découvrez une beauté sans effort en déplacement avec notre boucleur sans fil !</h2>
<p>Révélez la diva en vous sans effort grâce à notre boucleur automatique sans fil ! Compact, intuitif et pratique, il transforme magiquement vos cheveux en boucles parfaites, où que vous soyez. Un gain de temps pour une mise en beauté instantanée !</p>
<div style=""text-align: center;"">
<span></span><br>
</div>";OneScale;Uncategorized;;Beauté & soins, FR;True;Title;Default Title;;;;;;;;;0.0;;0.0;deny;manual;49.99;99.99;True;True;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/boucleur-automatique-sans-fil-beaute-soins-launchify-716133.jpg?v=1763635551;1.0;Boucleur automatique sans fil - Launchify;False;;;;kg;;;active;Bouclage automatique sans effort;Sans fil et adapté aux voyages;Pas de traction ni d'accrochage
